,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
1393,6683.json,true,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,"debt,deficit,federal-budget",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a news release
9013,7140.json,true,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.","jobs,tourism",frank-lautenberg,U.S. Senator,New Jersey,democrat,2.0,0.0,2.0,1.0,0.0,a speech on the floor of the U.S. Senate
6003,5006.json,pants-fire,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.","financial-regulation,new-hampshire-2012",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"a Republican presidential debate in Sioux City, Iowa"
8440,496.json,false,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Chicago
6129,1547.json,true,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,federal-budget,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech
3075,4751.json,true,"A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.","deficit,federal-budget,medicare",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a congressional hearing
9738,4713.json,true,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes",mahlon-mitchell,,,democrat,0.0,0.0,0.0,1.0,0.0,remarks
5176,3078.json,false,The health care law is job killing.,"economy,health-care",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a bill introduced on the House floor.
524,366.json,half-true,The DNC says McCain flip-flopped on whether the Iraq War would be easy.,iraq,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a Web video.
1747,3127.json,half-true,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,environment,dennis-jones,State Senator,Florida,republican,0.0,0.0,1.0,0.0,0.0,a state Senate committee hearing.
2332,13229.json,true,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,"foreign-policy,religion,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the second 2016 presidential debate
5102,7248.json,true,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",debt,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a press release
9690,8887.json,false,Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,elections,george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,"a ""Washington Post"" column"
983,9318.json,false,"David Beckhams proposed soccer stadium at Miamis Port threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries.","county-government,jobs,recreation,sports",miami-seaport-alliance,,Florida,none,0.0,1.0,0.0,1.0,0.0,"a ""Miami Herald"" newspaper ad"
9508,1871.json,pants-fire,"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.","cap-and-trade,climate-change",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech
9760,1526.json,half-true,Says he never donates to Democrats while Paul Workman contributes to Democrat Kirk Watson and other Democrats running against Republicans.,elections,david-sewell,Lawyer,Texas,republican,0.0,0.0,1.0,0.0,0.0,a campaign flier
3072,535.json,true,"I joined the Gang of 14, seven Republicans, seven Democrats, so that we wouldn't blow up the United States Senate. Sen. Obama had the opportunity to join that group. He chose not to.",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a virtual town hall meeting 
5263,600.json,true,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a town hall in St. Petersburg, Fla."
7361,12865.json,false,Says he saw videotape of the people taking the money off the plane to pay ransom to Iran for hostages.,foreign-policy,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Daytona Beach, Fla."
8617,12170.json,barely-true,North Carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for HB2.,"criminal-justice,gays-and-lesbians,state-budget,women",lgbt-progress,,"Washington, D.C.",organization,1.0,0.0,0.0,0.0,0.0,a tweet
7386,830.json,barely-true,"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television advertisement
9906,2548.json,barely-true,Says that 93 percent of the time John Boccieri voted with Nancy Pelosi.,"message-machine,voting-record",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a television election ad
2510,1866.json,true,Californias credit rating is the worst in the country.,"economy,message-machine,state-budget",jerry-brown,,California,democrat,0.0,0.0,3.0,2.0,0.0,a video on his campaign website
1564,12534.json,false,On running for re-election to U.S. Senate,"candidates-biography,elections",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an announcement
5001,10194.json,barely-true,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,"economy,job-accomplishments,jobs,poverty,workers",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,a speech
5271,13192.json,barely-true,Says Donald Trump never said that more nations should get nuclear weapons.,nuclear,mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0, in the 2016 vice presidential debate
9643,5668.json,true,More children die in agricultural jobs than in any other industry.,"children,labor",rashad-taylor,,Georgia,democrat,0.0,0.0,0.0,0.0,0.0,a speech
9751,10563.json,true,"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.","economy,federal-budget,income,population,wealth",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech
255,5297.json,half-true,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,taxes,paul-sarlo,State Senator,New Jersey,democrat,0.0,0.0,1.0,0.0,0.0,opening remarks at a Senate committee hearing
8981,11061.json,barely-true,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",immigration,jan-brewer,,Arizona,republican,3.0,1.0,1.0,0.0,1.0,comments on CNN
6926,2559.json,false,"When Washington liberals wanted to take away our guns, Chet said no.","guns,message-machine",chet-edwards,U.S. House member,Texas,democrat,0.0,2.0,0.0,0.0,0.0,a TV ad
3702,12649.json,mostly-true,"For 21 countries in Sub-Saharan Africa, we simply do not have data to say anything about trends in poverty.","economy,foreign-policy",morten-jerven,,,none,0.0,0.0,0.0,1.0,0.0,an article
8994,10197.json,false,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.","economy,environment,jobs",bob-seger,"Rock singer, songwriter",Michigan,none,0.0,1.0,0.0,0.0,0.0,an interview
7714,10821.json,true,"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",social-security,mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a news release.
4011,2178.json,mostly-true,"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.","economy,small-business",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,a news release
7225,9988.json,half-true,On the economic stimulus.,economy,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,in an interview on CNN
9851,639.json,pants-fire,Obama wants to increase the size of government by 23 percent.,federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a radio ad called ""Millions"""
6783,11213.json,mostly-true,"Theres not a single, solitary example that signing the bill to end Glass-Steagall had anything to do with the financial crash.","economy,financial-regulation",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,an interview with Inc. magazine
3360,6685.json,half-true,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.","energy,environment",jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,a speech to the Republican Party of Texas convention in Fort Worth
5007,12554.json,false,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.",iraq,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech
3532,5071.json,half-true,Says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.,"corporations,economy,job-accomplishments,message-machine-2012,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a web video advertisement
4265,6329.json,half-true,Thousands (in China) owe their jobs to Mitt Romneys companies.,"candidates-biography,economy,foreign-policy,jobs,message-machine-2012",priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,an advertisement
4346,3972.json,mostly-true,Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991.,"elections,redistricting",nina-perales,MALDEF attorney,California,none,0.0,0.0,0.0,1.0,0.0,a press release.
6137,12182.json,half-true,The rate of uninsured Americans (is) 8.8 percent.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Medium post
7629,493.json,half-true,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a Q&A in Cape Girardeau, Mo."
3905,12550.json,half-true,"Says Michael Bennet votes for President Obamas agenda 98 percent of the time. Hardly independent, hardly bipartisan.","bipartisanship,voting-record",ryan-frazier,Candidate for U.S. Senate ,Colorado ,republican,0.0,0.0,1.0,0.0,0.0,a GOP U.S. Senate candidates debate
850,2019.json,true,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a Facebook posting
6622,10279.json,pants-fire,"Says a man in Ferguson, Mo., was photographed holding a sign that said, No mother should have to fear for her sons life every time he robs a store.","criminal-justice,diversity",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email
3260,5718.json,false,"The Keystone oil pipeline would employ 20,000 people in the United States.","climate-change,energy,jobs",johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a speech
4597,7192.json,false,Says Texas economy is about 30 percent larger than Australias.,"economy,states",larry-kilgore,,,republican,0.0,1.0,0.0,0.0,0.0,a New York Times news story
6795,3334.json,mostly-true,"Under a proposed Georgia law, women who miscarry could become felons.",abortion,liberal-blogger,,,none,0.0,0.0,0.0,1.0,0.0,a blog post
7323,8494.json,barely-true,"If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.","health-care,unions",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,comments on his radio show
5072,10459.json,barely-true,"Common welfare programs give income of $43,330 or $20.83 an hour.","children,economy,families,federal-budget,government-regulation,health-care,housing,hunger,income,medicaid,poverty,state-finances,welfare,women,workers",rhode-island-center-freedom-and-prosperity,,Rhode Island,organization,1.0,0.0,1.0,0.0,0.0,a tweet
3581,12467.json,half-true,The vast majority of minimum wage workers get a raise within a year.,"economy,jobs,poverty",nfederation-o-independent-business-virginia,,,organization,0.0,0.0,1.0,0.0,0.0,a website post.
8403,270.json,false,John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,job-accomplishments,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"a campaign event in Ames, Iowa"
3949,9928.json,barely-true,"Michelle Nunn spent most of her childhood in Perry, Ga.",elections,michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,3.0,0.0,1.0,2.0,0.0,a fundraiser invitation
4457,10729.json,mostly-true,"When the Constitution was written, (only) 20 to 25 percent of the people in the country could vote.","elections,history",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1.0,2.0,2.0,3.0,0.0,a news conference
2992,7688.json,barely-true,Schools in some states are spending up to 100 days a year doing test-prep or actual testing.,education,randi-weingarten,,,none,1.0,0.0,1.0,0.0,0.0,a news release
9467,10834.json,half-true,Austin is the only city in an arid landscape in the western United States dependent on a single source of water.,"city-budget,city-government,water",sharlene-leurig,"Director, Sustainable Water Infrastructure Program, Ceres",Texas,none,0.0,0.0,1.0,0.0,0.0,an Austin City Council workshop
6357,1401.json,half-true,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",elections,debra-medina,Businesswoman,Texas,republican,0.0,1.0,3.0,1.0,0.0,the Republican gubernatorial debate in Denton
6380,13355.json,barely-true,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.",terrorism,restoration-pac,,,organization,1.0,0.0,0.0,0.0,1.0,A TV ad
4052,1270.json,false,"The Baucus health care bill ""could be used to ban guns in home self-defense.""","guns,health-care",gun-owners-america,gun rights advocacy group,Virginia,none,0.0,1.0,0.0,0.0,0.0,an alert to members
5852,11398.json,mostly-true,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,"abortion,campaign-finance,elections,federal-budget,health-care,women",sean-duffy,Member of the U.S. House,Wisconsin,republican,5.0,1.0,6.0,1.0,2.0,a speech
8098,2939.json,mostly-true,The state has less employees this year than we did last year.,government-efficiency,bill-montford,State Senator,Florida,democrat,0.0,0.0,0.0,1.0,0.0,comments to a newspaper.
5382,755.json,half-true,There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Oxford, Miss."
5246,2395.json,half-true,You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,"message-machine,taxes",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a television campaign ad
6694,4721.json,pants-fire,China is trying to develop nuclear capability.,"china,foreign-policy,military,nuclear",herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,"an interview on ""PBS Newshour"""
2301,10696.json,false,On expanding Medicaid under the Affordable Care Act.,health-care,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,interviews with reporters
988,6022.json,pants-fire,Scott Walker has a plan to privatize state lands and wants to sell our deer to the highest bidder.,recreation,tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a web ad
2101,5301.json,false,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,"campaign-finance,candidates-biography",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a press release
1894,8553.json,false,Our national debt is as low as it has been since World War II.,"debt,federal-budget",goldie-taylor,MSNBC contributor,Georgia,democrat,0.0,1.0,0.0,0.0,0.0,"an interview with Al Sharpton on MSNBC's ""PoliticsNation"""
9911,4754.json,half-true,"In Georgia, hard-earned lottery dollars are doled out to the scion[s] of wealthy families.",education,rainbowpush-coalition,,,democrat,0.0,0.0,1.0,0.0,0.0,a press release
683,10487.json,mostly-true,Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces.,abortion,miscellany-blue,Blog site,New Hampshire,democrat,0.0,0.0,0.0,1.0,0.0,a web post
1200,11884.json,false,"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.","abortion,candidates-biography",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,the GOP primary debate in New Hampshire
6648,4463.json,half-true,Says New Jersey is losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.,"environment,housing",new-jersey-sierra-club,,,none,0.0,0.0,2.0,0.0,0.0,a press release
8776,3753.json,barely-true,"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",transportation,charlotte-lehan,Chair of the Clackamas County Board of Commissioners,Oregon,none,1.0,0.0,1.0,0.0,0.0,an opinion column
10234,1592.json,half-true,"Under the ruling of the Supreme Court, any lobbyist could go into any legislator and say, if you don't vote our way on this bill, we're going to run a million-dollar campaign against you in your district.","corporations,elections",david-axelrod,,,democrat,2.0,1.0,6.0,7.0,0.0,an interview on ABC's This Week
6589,10153.json,false,Seth Magaziner plans to spend billions more of your money.,"debt,deficit,economy,education,government-efficiency,jobs,message-machine-2014,campaign-advertising,pensions,small-business,state-budget,state-finances,taxes,unions",ernest-almonte,auditor,Rhode Island,independent,0.0,1.0,0.0,1.0,0.0,a television commercial
2970,10951.json,false,The Islamic State just built a hotel in Syria.,terrorism,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech announcing his 2016 presidential campaign
5619,10765.json,true,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.","candidates-biography,foreign-policy",peter-schweizer,,,none,0.0,1.0,0.0,0.0,0.0,"his book ""Clinton Cash"""
8155,1504.json,half-true,"The stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",stimulus,mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,a press release
9779,12525.json,half-true,"Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.","crime,criminal-justice,drugs",louie-gohmert,U.S. House member,Texas,republican,2.0,6.0,1.0,0.0,1.0,House floor remarks
8423,2145.json,mostly-true,"In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.",job-accomplishments,progressohio,A liberal-oriented advocacy organization,Ohio,none,0.0,0.0,0.0,1.0,0.0,a video posted online in a blog article
6343,2276.json,barely-true,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.","economy,iraq,stimulus",mark-tapscott,"Editorial Page Editor, The Examiner",,none,1.0,0.0,0.0,0.0,0.0,"an opinion column in ""The Washington Examiner"""
1128,1817.json,true,"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",candidates-biography,kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a campaign website
9908,12586.json,barely-true,Says Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.,"government-regulation,guns,history,public-safety,pundits",stephen-colbert,,,none,1.0,0.0,0.0,2.0,0.0,a comedy sketch
931,5914.json,true,On support for gay marriage.,gays-and-lesbians,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,statements to the media.
3035,12129.json,barely-true,"Congressman Jeff Denhamhas agreed all illegal immigrants should be detained, arrested and deported.",immigration,democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a campaign press release
55,13077.json,half-true,"In Georgia, women earn 82 cents for every dollar earned by men.","jobs,women",jim-barksdale,Senate Candidate,Georgia,democrat,0.0,0.0,2.0,0.0,0.0,On his campaign website
2222,2964.json,true,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.","health-care,history,legal-issues,social-security",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television interview
158,12237.json,half-true,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.","gays-and-lesbians,government-regulation,sexuality",paul-skip-stam,N.C. House Speaker pro tem,North Carolina,republican,0.0,0.0,1.0,0.0,0.0,a newspaper interview
2859,8292.json,half-true,"Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.","population,pundits,states",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"a discussion on CNN's ""Crossfire"""
2718,8530.json,mostly-true,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,"abortion,women",hilary-rosen,,,democrat,0.0,0.0,0.0,2.0,0.0,"comments on CNN's ""State of the Union"""
493,7976.json,half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,an interview
5143,4565.json,mostly-true,"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.","jobs,occupy-wall-street,workers",matthew-rothschild,,,none,0.0,0.0,0.0,1.0,0.0,an interview
5275,9406.json,barely-true,Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,"foreign-policy,military",claire-mccaskill,U.S. Senator,Missouri,democrat,1.0,1.0,0.0,0.0,0.0,"an appearance on ""Fox News Sunday"""
2134,7254.json,false,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,abortion,phil-gingrey,U.S. Congressman,Georgia,republican,2.0,5.0,2.0,1.0,1.0,a speech
8775,4506.json,false,This is the worst jobs recovery since the Great Depression.,economy,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,an op-ed 
3362,11846.json,barely-true,Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.,veterans,joe-sestak,U.S. Representative,Pennsylvania,democrat,1.0,0.0,1.0,1.0,0.0,a talk with the Pennsylvania Press Club
1387,2708.json,pants-fire,I lost my health insurance and my doctor because of Obamacare.,health-care,reid-ribble,Candidate for 8th District U.S. House seat,Wisconsin,republican,0.0,1.0,1.0,0.0,1.0,a campaign news release
4107,7043.json,barely-true,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","health-care,taxes",house-majority-pac,,"Washington, D.C.",democrat,1.0,0.0,0.0,0.0,0.0,"a campaign commercial “Principle” about U.S. Rep. Charlie Bass, R-NH airing in New Hampshire"
4805,6380.json,mostly-true,One out of every two kids who are graduating college right now cant find a job.,"economy,message-machine-2012",republican-jewish-coalition,Advocacy group,"Washington, D.C.",republican,0.0,0.0,0.0,2.0,0.0,a campaign ad
2120,7778.json,barely-true,Says nearly 1 million people are coming to town in the next 20 years.,population,lee-leffingwell,Austin mayor,Texas,democrat,1.0,0.0,4.0,1.0,0.0,an opinion column.
3839,8068.json,barely-true,"Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.","health-care,voting-record",americans-prosperity,,,none,6.0,7.0,2.0,1.0,2.0,a press release
794,2860.json,false,On an earmark moratorium.,federal-budget,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a statement
8055,8840.json,half-true,"Last month, more Americans stopped looking for a job than found one.","economy,jobs",cathy-mcmorris-rodgers,U.S. House of Representatives,Washington state,republican,0.0,0.0,2.0,0.0,0.0,the Republican response to the State of the Union address
5562,5781.json,barely-true,Ron Oakleys conservative leadership protected local taxpayers over government bureaucrats as theWater Management Districts budget decreased by 58 percent in the four years he served on the board.,"taxes,water",ron-oakley,,Florida,republican,1.0,0.0,0.0,0.0,0.0,a campaign mailer
9680,5398.json,true,Florida ranks 45th in the nation for tuition.,"education,state-budget",denise-grimsley,state representative,Florida,republican,0.0,0.0,0.0,0.0,0.0,a statement
2286,10480.json,pants-fire,The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.,"immigration,public-health",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,"a broadcast of the ""Rush Limbaugh Show"""
9797,295.json,false,"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",taxes,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,
3974,8740.json,half-true,State Rep. Kathleen Peters has a 100 percent pro-abortion voting record even voting against a ban on sex-selection abortions.,abortion,national-right-life-committee,,,none,1.0,2.0,1.0,0.0,0.0,an article posted on the group’s website
9775,5404.json,pants-fire,Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,"agriculture,animals",frank-niceley,State House Representative,Tennessee,republican,0.0,0.0,0.0,0.0,1.0,a House Conservation and Environment Committee meeting
3542,999.json,true,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference
4993,10719.json,half-true,This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,"education,state-budget,state-finances",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,State of State
4347,8529.json,true,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,remarks at a Dallas synagogue
7972,11730.json,mostly-true,"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",guns,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech proposing executive action on gun regulations
3713,473.json,mostly-true,"My friend, we have increased the size of government by some 40 percent just in the last few years.",federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a television interview.
10188,9348.json,mostly-true,The Wisconsin school voucher program has no research that shows that its going to improve student learning.,"children,education,poverty,religion,state-budget",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a forum
9724,9570.json,half-true,Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,elections,mike-collins,"co-owner, Collins Industries",Georgia,republican,1.0,0.0,1.0,1.0,0.0,a Twitter post
2147,7393.json,false,I was the first member of Congress to call him (Barack Obama) a socialist...,job-accomplishments,paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,fundraising letter
4231,716.json,mostly-true,"He admits he still doesn't know how to use a computer, can't send an e-mail.",candidates-biography,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV ad
7794,10775.json,barely-true,"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.","campaign-finance,candidates-biography,human-rights",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,a monologue on his radio show
8561,12314.json,mostly-true,Says Ann Kirkpatrick votes with her party nearly 90 percent of the time.,voting-record,arizona-grassroots-action-pac,,,none,1.0,0.0,0.0,1.0,0.0,an online advertisement
2521,3265.json,barely-true,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.","labor,state-budget",club-growth,,,none,4.0,5.0,4.0,2.0,0.0,a television ad
1309,8769.json,true,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0.0,0.0,0.0,0.0,0.0,remarks at a news conference
6760,2632.json,false,Ted Strickland destroyed Ohio jobs when he busted the budget.,"government-efficiency,jobs,message-machine,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a campaign video
2206,560.json,false,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.",iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Chicago
