,title,text,subject,date
12738,Hungary's Jobbik asks voters to help pay 'court-martial' fine,"BUDAPEST (Reuters) - Hungary s main opposition Jobbik party has launched a crowd funding campaign to raise money for a state audit authority fine that it said could cripple it in the run-up to 2018 elections. Hungarians will vote for a new Parliament in April and Prime Minister Viktor Orban s populist Fidesz party is far ahead in the polls, with Jobbik its nearest rival. Jobbik, once on the far right, has turned toward the center and in the past year campaigned nationwide against Orban, whom they depicted as the leader of a criminal gang on thousands of billboard ads. Orban has rejected corruption charges, saying he has spent his entire life in politics and his financial standing was  an open book . The State Audit Office (ASZ) earlier this week ruled that the party had purchased the posters far below market prices, breaching rules on political funding. The ASZ slapped Jobbik with a 663 million forint ($2.5 million) penalty. Jobbik said it has no money to pay the fine. It has 15 days to respond before the ASZ ruling, which cannot be appealed in court, becomes final.  The ASZ, acting as a court-martial in the manner of the darkest dictatorships, levied on Jobbik a fine whose only real aim is to block the party from running at the elections,  Jobbik said in a statement on its website.  This is the first step in the final eradication of what is left of Hungarian democracy.  ASZ Chairman Laszlo Domokos is a former Fidesz lawmaker, while Chief Prosecutor Peter Polt, whose office worked with ASZ on the Jobbik case, is a former Fidesz member twice appointed to his post by Fidesz-dominated parliaments. The ASZ was an independent and non-political body, its spokesman Balint Nemeth said.  The prosecution does its job independently, in accordance with the laws,  prosecution spokesman Geza Fazekas said.   The prosecution did not participate in the ASZ probe in any way,  he said. He added that the ASZ asked the prosecutors to investigate whether Jobbik blocked auditors from reviewing its files. That investigation has a March 6 deadline.   Laws apply to everyone, and Jobbik is no exception,  Fidesz spokesman Balazs Hidvegi said.  Jobbik must obey the law, and if they do they will have no problems.  The audit crackdown triggered broad criticism. Miklos Ligeti, a director at anti-corruption watchdog Transparency International, said Fidesz has been by far the largest beneficiary of undue price advantages on services that was the basis of Jobbik s fine. 2014 election ads cost Fidesz at least 4 billion forints at list prices, about four times the legal limit, Ligeti said based on their own calculations. Fidesz said on its disclosures it had spent 984 million forints. Other parties, including Jobbik, overshot their 2014 limit by 40-50 percent at most, he estimated.   The auditors have clearly got on Jobbik s case, as they should,  Ligeti said.  They should do the same with every other party but clearly don t. Which one they strike down and which they spare seems to be a party political decision.  Fidesz was not immediately available to comment on the Transparency International calculations.   For the campaign Jobbik used billboards owned by a tycoon named Lajos Simicska, once a key ally of Orban who fell out with the premier in 2015. Orban says Simicska hijacked Jobbik. Both the party and the tycoon deny this. ($1 = 267.83 forints) ",worldnews,"December 8, 2017 "
19510,"South Korea approves $8 million aid to North Korea, timing to be decided later","SEOUL (Reuters) - South Korea approved a plan on Thursday to send $8 million worth of humanitarian aid to North Korea, the South s Unification Ministry said, as part of an aid policy that the government says remains unaffected by geopolitical tensions with the North. The aid decision was made after a meeting of government officials chaired by Unification Minister Cho Myong-gyon. It comes after the United Nations approved new sanctions against North Korea for its sixth nuclear test earlier this month. The South said it aims to send $4.5 million worth of nutritional products for children and pregnant women through the World Food Programme and $3.5 million worth of vaccines and medicinal treatments through UNICEF. The exact timing of when the aid will be sent, as well as its size, will be confirmed later, the ministry said in a statement. The WFP and UNICEF had approached the South Korean government in May and July this year to contribute in aiding North Korea, the statement added.   We have consistently said we would pursue humanitarian aid for North Korea in consideration of the poor conditions children and pregnant women are in there, apart from political issues,  said Cho in opening remarks at the meeting. Ahead of the meeting, UNICEF s regional director for East Asia and the Pacific Karin Hulshof said in a statement the problems North Korean children face  are all too real .  Today, we estimate that around 200,000 children are affected by acute malnutrition, heightening their risk of death and increasing rates of stunting,  Hulshof said.  Food and essential medicines and equipment to treat young children are in short supply.  Cho s ministry had said earlier this month they were looking into giving North Korea aid, which launched a backlash of disapproval from both the public and opposition parties. It has dragged down South Korean President Moon Jae-in s  approval rating. Realmeter, a South Korean polling organization, said on Thursday Moon s approval rating stood at 65.7 percent, weakening for a fourth straight month.  Although the approval rate is still high, those surveyed said Moon had fallen out of favor due to North Korea s continued provocations and the government s decision to consider sending aid to North Korea, Realmeter said. South Korea s decision to mull over fresh aid to the North has also caused a rift of concern in neighboring Japan and the United States, according to government officials there, leading Japan Prime Minister Shinzo Abe to bring up the issue during a phone call with Moon last week.  Moon had said aid was something to be considered separately from political issues, quoted by his office. South Korean humanitarian aid efforts to North Korea had been halted since North Korea s fourth nuclear test in January last year. The last time the South had sent aid to the North was in December 2015 through the United Nations Population Fund (UNFPA) under ex-president Park Geun-hye. North Korea has conducted two more nuclear tests since then, with its most recent and largest taking place early this month. Pyongyang has launched numerous missiles as well, including two intercontinental ballistic missiles and two other rockets that have flown over Japan. Such provocations have sparked strong disapproval from the international community, especially from the United States and Japan. ",worldnews,"September 21, 2017 "
7365,"Tough reality check for Trump's pledge of better heartland jobs, wages","CHARLOTTE, North Carolina - Donald Trump’s promise to revive small town America faces a tough challenge in an economy that for decades has been wired to direct income and opportunities toward urban hubs and the better educated. Little in the president-elect’s so far sketchy economic plans indicates the trend can be reversed any time soon, according to interviews with experts on income inequality and  recent occupational trends. The manufacturing jobs Trump pledges to bring back have disappeared as much because of automation as the trade deals he has promised to rewrite, and that process will only continue. A promised infrastructure revamp would boost middle wage jobs but for only as long as the programs last, economists point out. During President Barack Obama’s eight years in office incomes for the best off continued to diverge, despite nearly 10 million new jobs and recent strength in those paying middle-tier wages. On a pre-tax basis, the share of income to the top fifth of households increased from 50.4 percent to 51.4 percent between 2008 and 2015 at the expense of all the others, according to census estimates. (Graphic:tmsnrt.rs/2elimH2) Without the sort of tax and redistribution policies Republicans have traditionally opposed, Trump may struggle to make good on his promise to help those left behind in the global economy, economists who study inequality trends say.  “We have 30 to 40 years to catch up on...Lots of money has gone to the top and to change that is going to be a long and slow process,” said David Madland, a senior fellow at the Center for American Progress, a think tank with close ties to Democratic nominee Hillary Clinton’s campaign.  Trump campaigned promising to shake up a Washington establishment he argued was responsible for destroying middle class jobs with bad trade deals. The message hit home across rural America and mid-sized cities, where voters felt they missed out on the fruits of the seven-year economic recovery that big cities may have enjoyed. Charlotte has been growing fast as a financial hub that attracts college educated talent from around the country, and Democratic nominee Hillary Clinton did better there than Obama did in 2012, handily beating Trump by 137,000 votes. But in the state’s textile and furniture belt just northwest from here, Trump’s promise of economic renewal and anxieties of a shrinking white majority more than offset Clinton’s urban victory, giving him 76 out of 100 North Carolina’s counties. The Catawaba County region, one of the nation’s hardest-hit by cheap imports from China, now has a more diverse economy and even the furniture industry has begun adding jobs. But many still live in poverty and rely on disability and social services for support. “The trade argument was as prominent as any. That is certainly the bet that the Trump campaign has made,” said      John Dinan, a political scientist at Wake Forest University. Trump has not highlighted income inequality the way Clinton did, but to help low-wage industries such as textiles or offer a “new deal” for blacks, he would need to tackle the income gap. Recent data show how hard it may be if Trump relies on economic growth alone: Despite a record jump in household income and a continued surge in middle wage jobs nationally, the effect on income inequality was “statistically insignificant” according to census estimates. Under Obama, after tax income for the bottom fifth of households did increase by about 18 percent, or $2,200, according to a recent Council of Economic Advisers study. But that was made possible by higher taxes on the wealthy, more benefits for the poor and, in large part, by an estimated $1,900 gain from health coverage extended under the Affordable Care Act. Trump has vowed to roll Obamacare back. Instead, Trump has proposed to strike better trade deals and offered a familiar Republican recipe - tax cuts for businesses meant to spur investment and jobs. He has been ambiguous about a possible increase in the federal minimum wage typically opposed by Republicans, but advocated by many economists as a way to help the disenfranchised workers Trump focused on in his campaign. Economists say that even if economic growth accelerates under Trump, it may not do much to counter the downward pressures on wages and middle income jobs from automation, technology and other longstanding trends. Brookings Institution senior fellow Isabel V. Sawhill said researchers on inequality agree on one point: it is hard to move the needle. “Even when you distribute all of the dividends from growth in a progressive fashion you don’t change things very much,” Sawhill said. “You shift things at the margin.”  (Correct paragraph 2 to remove extraneous word.) ",politicsNews,"November 10, 2016 "
2701,California lawmakers approve landmark extension to climate policy,"LOS ANGELES (Reuters) - California’s legislature passed a package of bills that extends the state’s signature plan to address climate change by a decade, sending Governor Jerry Brown a cap-and-trade plan that uses market forces to cuts greenhouse gas emissions. The legislation puts California at the forefront of plans by mostly Democratic governors to reduce carbon emissions and adhere to the goals of the Paris climate change agreement even after Republican President Donald Trump withdrew the United States from the pact. Brown and other state Democratic leaders have vowed to make California the leader in opposing the environmental policy of Trump, who has rolled back the programs of his predecessor, Barack Obama. The new California legislation emerged from long negotiations, although only a single Republican joined Democrats in voting in favor of the legislative package in the state Senate on Monday afternoon. Hours later, the Assembly voted 55 to 21 to send the legislation to Brown.    “Tonight, California stood tall and once again, boldly confronted the existential threat of our time. Republicans and Democrats set aside their difference, came together and took courageous action. That’s what good government looks like,” Brown said in a statement. Speaking in opposition, State Senator Andy Vidak said the laws represented a “regressive” tax that would not make any impact on climate change. “We could shut down the entire state of California and it would have no effect on the global climate,” Vidak said. The legislation extends California’s cap-and-trade program, which was set to expire in three years, through 2030 and attempts to strengthen it by requiring large industrial facilities to upgrade old equipment with cleaner, more modern technology by 2023.  California’s cap-and-trade plan sets a state limit on emissions of greenhouse gases and lets companies, such as factories and refineries, buy and sell permits to emit carbon dioxide. The system uses market forces to find the most efficient ways to cut pollution, supporters say. The new package seeks to reform the state’s existing cap-and-trade market by curbing the number of free carbon allowances by 40 percent by 2030 and requiring that offsets be sourced from California, not elsewhere.  Despite holding a supermajority, Democrats had failed in previous attempts to pass new cap-and-trade legislation over opposition from more liberal members of the party who felt it did not go far enough and moderates concerned about the impact on business. Republicans were largely united in opposing the legislation, saying it places unfair burdens on consumers and employers, especially on top of a 12-cents-a-gallon gasoline tax hike passed by state lawmakers earlier this year.  ",politicsNews,"July 17, 2017 "
14266,"UK Brexit minister says EU agreement likely, but UK ready for no deal","LONDON (Reuters) - Britain s Brexit minister David Davis said on Tuesday that reaching a deal with the European Union was the most likely outcome of talks, but added that the British government was prepared for no agreement with the bloc.  Reaching a deal with the European Union is not only far and away the most likely outcome, it s also the best outcome for our country,  Davis said in a speech in London.   I don t think it would be in the interest for either side for there to be no deal. But as a responsible government it is right that we make every plan for every eventuality.  Both sides have spoken of their frustration at a lack of progress in negotiations so far, although Davis said talks had made real and tangible progress. Britain wants to move discussions on to the future trade relationship with the EU which Brussels will not consider until London settles what it sees as past debts. While Davis said he was  unambiguously  seeking a deal, he said Britain was ready for talks to fail.  Over the past year every department across Whitehall has been working at pace covering the whole range of scenarios,  he said.  These plans have been well developed, have been designed to provide the flexibility to respond to a negotiated agreement, as well as preparing us for the chance that we leave without a deal.    ",worldnews,"November 21, 2017 "
9371,Judge seals all video depositions in Clinton email case: The Hill,"WASHINGTON (Reuters) - A U.S. judge on Thursday ordered that all videotaped depositions in a lawsuit over Democratic presidential front-runner Hillary Clinton’s private email server remain sealed, The Hill newspaper reported. In a brief order on Thursday evening, Judge Emmet Sullivan granted the request of lawyers for Clinton’s ex-chief of staff, Cheryl Mills, who had worried that video clips of her interview could be used for political purposes, according to The Hill. And Sullivan went further, ordering all videotaped depositions to remain sealed until he ordered otherwise, the newspaper said.    ",politicsNews,"May 26, 2016 "
5087,"Factbox: Republican Obamacare plan would repeal Medicaid expansion, taxes","(Reuters) - Republicans in the U.S. House of Representatives have unveiled a plan to replace Obamacare, known formally as the Affordable Care Act, stripping away much of Democratic President Barack Obama’s signature domestic policy achievement that insured 20 million Americans.  President Donald Trump and his Republicans had vowed for years to dismantle the law. It was a central campaign issue in 2016. Two House committees will next review the bill, so it could still change substantially. Here are its main provisions:  The Republicans want to eliminate next year Obamacare’s income-based tax credits that help low-income people purchase individual insurance. These would be replaced with age-based tax credits ranging from $2,000 to $4,000 per year that would be capped at upper income levels. While Obamacare’s credits provided more assistance to those with lower incomes, those in the Republican plan would be largely based on age.  The Republican bill would abolish most Obamacare taxes, including taxes on medical devices, health insurance premiums, indoor tanning salons, prescription medications and high-cost employer-provided insurance known as “Cadillac” plans. Those taxes paid for Obamacare. Republicans have not said how they would pay for the parts of the law they want to keep.  The bill also repeals the Obamacare financial penalty for the 2016 tax year for not purchasing insurance, as well as a surtax on investment income earned by upper-income Americans.  And it repeals the mandate that larger employers must offer insurance to their employees. Under Obamacare, more than 30 states, including several Republican states, expanded the Medicaid government health insurance program for the poor. About half of Obamacare enrollees obtained insurance through the expansion. The bill would allow the Medicaid expansion to continue until January 1, 2020, providing states that chose not to expand under Obamacare a window to enroll more people. After that date, the expansion would end and Medicaid funding would be capped on a per-person basis. States that did not expand Medicaid would receive additional funds through a number of changes, including the reinstatement of disproportionate share hospital payments, money that is provided to hospitals that serve a large number of Medicaid and uninsured people. State Medicaid plans would no longer have to cover the same essential health benefits that health insurers on Obamacare’s exchanges must provide. That fulfills a Republican promise to return more control to the states, as they can decide what their Medicaid plans must cover. The Republican plan would maintain some of Obamacare’s most popular provisions. It would allow young people to stay on their parents’ health plan until age 26, ban insurers from discriminating against those with pre-existing conditions and bans insurers from setting a lifetime dollar limit on coverage. But the bill would allow insurers to mark up premiums by 30 percent for those who have a lapse in insurance coverage of about two months or more.  Insurers won another provision they had long sought: The ability to charge older Americans up to five times more than young people. Under Obamacare, they could only charge up to three times more. It would also allow states to set their own ratio.  The measure also provides states with $100 billion to create programs for patient populations, including high-risk pools to provide insurance to the sickest patients. The bill would also revoke federal funding for Planned Parenthood for one year. ",politicsNews,"March 7, 2017 "
17486,Turkey orders detention of 100 former police officers in post-coup probe: Anadolu,"ANKARA (Reuters) - Turkish authorities issued detention warrants on Saturday for 100 former police officers and have so far detained 63 of them, the state-run Anadolu news agency said, as part of a widening crackdown since last year s failed coup attempt. The suspects were believed to be users of ByLock, an encrypted messaging app which the government says was used by the network of U.S.-based cleric Fethullah Gulen, accused by Ankara of orchestrating last July s abortive putsch. Gulen, who has lived in self-imposed exile in Pennsylvania since 1999, denies involvement. Anadolu said security forces were seeking the suspects in 19 provinces across the country. Since the abortive coup, more than 50,000 people have been jailed pending trial over alleged links to Gulen, while 150,000 people have been sacked or suspended from jobs in the military, public and private sectors. Rights groups and some of Turkey s Western allies have voiced concern about the crackdown, fearing the government is using the coup as a pretext to quash dissent. The government says only such a purge could neutralize the threat represented by Gulen s network, which it says deeply infiltrated institutions such as the army, schools and courts. ",worldnews,"October 14, 2017 "
12779,Britain's Hammond says Brexit deal is a boost to the economy,"LONDON (Reuters) - The divorce deal agreed by London and Brussels on Friday is a boost to the British economy, finance minister Philip Hammond said on Friday, as he urged both sides to now move on to a trade deal that supports jobs and prosperity.   Delighted a deal agreed in Brussels that paves way for further progress on talks about future UK/EU relationship,  he said on Twitter.  A positive step. Congratulations @theresa_may  Today s announcement in Brussels is a boost for Britain s economy. Now let s conclude a trade deal that supports Britain s jobs, businesses and prosperity.  ",worldnews,"December 8, 2017 "
1762,"Former U.S. Senator Pete Domenici, heavyweight on budget, energy issues, dies","WASHINGTON (Reuters) - Pete Domenici, a former minor league baseball pitcher who became a major league power player in the U.S. Senate on energy and budget issues and New Mexico’s longest-serving senator, died on Wednesday in Albuquerque at age 85. Domenici, a Republican, served as chairman of the Budget Committee and Energy and Natural Resources Committee during his 36 years in the Senate before deciding not to seek re-election in 2008 due to a degenerative brain disease. Brandi Sanchez, a spokeswoman for his son’s law firm in Albuquerque, confirmed the death of the former senator. Senate Majority Leader Mitch McConnell wrote on Twitter that the Senate was saddened to learn of “the passing of our friend Senator Pete Domenici.”       Domenici, the son of Italian immigrants, was a key player in a 1997 balanced budget measure negotiated with Democratic President Bill Clinton and was a prominent supporter of nuclear energy. He also fought for greater health insurance coverage for people with mental illness. His daughter Clare, one of his eight children with wife Nancy, was diagnosed with schizophrenia. Domenici was instrumental in the Senate in securing Republican President Ronald Reagan’s 1981 tax cuts, Republican President George H.W. Bush’s 1990 tax hikes and the 1997 budget deal reached between Clinton and Republicans. He was considered a leading “deficit hawk.” Domenici was a pragmatic conservative Republican who was able to work with Senate Democrats like Edward Kennedy of Massachusetts. “My success as a senator has come only through working together with my Senate colleagues from all parties - they know that and I know that,” he said in 2007. That success came after friends urged Domenici not to go into politics to spare him from personal attacks. “Obviously, I didn’t listen to them,” he said. “And I’m glad I didn’t. I have found politics to not be as harsh as my friends predicted. For the most part, it’s been just the opposite.” Domenici was not in good health in his final years in the Senate. In October 2007, at age 75, he announced his decision not to seek a seventh six-year term in the Senate the following year due to progression of the incurable brain disorder called frontotemporal lobar degeneration. In February 2013, Domenici at age 80 acknowledged he had fathered a child out of wedlock in the 1970s with the daughter of Paul Laxalt, who at the time was one of his colleagues in the Senate. Domenici and Michelle Laxalt, who was 24 at the time, made the admission because they said they feared the information would be made public to try to smear Domenici’s reputation. She became an influential Washington lobbyist. Domenici was born in 1932 in Albuquerque, New Mexico. He graduated from the University of New Mexico in 1954 and then pitched for the Albuquerque Dukes, a minor league club for the Brooklyn Dodgers. “If he had a better curveball, he probably never would have been in the Senate,” Ari Fleischer, a former White House spokesman and Domenici aide, told USA Today in 2007. After baseball, Domenici became a math teacher, lawyer and Albuquerque city commissioner before being elected to the U.S. Senate in 1972, becoming New Mexico’s first Republican senator in 38 years. He was a powerful advocate for his state in Congress and helped steer money to U.S. Energy Department nuclear facilities such as the Los Alamos National Laboratory. George H.W. Bush considered making Domenici his vice presidential running mate in 1988 before choosing Dan Quayle, a less prominent senator. Near the end of his political career, the Senate Ethics Committee admonished Domenici in April 2008 for creating “an appearance of impropriety that reflected unfavorably upon the Senate” when he telephoned the top federal prosecutor in New Mexico to ask if an indictment in a politically sensitive corruption case would come before the November 2006 elections. ",politicsNews,"September 13, 2017 "
19741,Syria investigator del Ponte signs off with a sting,"GENEVA (Reuters) - Veteran prosecutor Carla del Ponte signed off from the United Nations Syria investigation on Monday by criticizing the U.N. Security Council and telling Syria s ambassador his government had used chemical weapons. The former Swiss attorney general, who went on to prosecute war crimes in Rwanda and former Yugoslavia, said in August she was resigning from the U.N. Commission of Inquiry on Syria because of a lack of political backing. Bidding farewell to the U.N. Human Rights Council, which set up the Commission of Inquiry six years ago, Del Ponte said she had quit out of frustration.  We could not obtain from the international community and the Security Council a resolution putting in place a tribunal, an ad hoc tribunal for all the crimes that are committed in Syria,  she said.  Seven years of crime in Syria and total impunity. That is not acceptable.  Del Ponte told a Swiss newspaper last month enough evidence existed to convict President Bashar al-Assad of war crimes. Her departure leaves only two remaining commissioners of the inquiry, Karen Koning AbuZayd and the chairman, Paulo Pinheiro, who said that eventually, a great many people would have to answer  as to why they did not act sooner to stop the carnage .   The deadlock at the Security Council on Syria is reprehensible and, at times, bewildering,  he told the Human Rights Council.  Leaving the council, del Ponte told Syria s ambassador that she had been right to quickly reach the conclusion that Assad s government had used chemical weapons during an attack on the town of Khan Sheikhoun in April.   It was me, mister ambassador,  she said.  I said that in my opinion and based on the elements we already had, the Syrian government was responsible. Today we have the confirmation after an official commission s inquiry. So now, we ask for justice, we ask justice for those victims.  ",worldnews,"September 18, 2017 "
7824,Obama plans overhaul of child support payment rules for prisoners,"WASHINGTON (Reuters) - The Obama administration, in its final weeks, plans to ease the legal obligations on prisoners to pay for child support while they are locked up, targeting practices that critics say can saddle ex-convicts with crippling debts. The regulatory changes, if put in place, would give President Barack Obama something more to show for his efforts to reform the U.S. criminal justice system, a legacy issue for the Democrat whose time in office ends on Jan. 20. As the first black president of a nation that incarcerates a disproportionately large number of black and Latino men, Obama has made it a priority to address problems that make it difficult for released inmates to reenter society. A White House official, speaking on condition of anonymity because the new rules are not final, expressed confidence they would be completed before Obama leaves office. The rules would require that prisoners be allowed to lower the amount of child support they pay in prison, with the goal of preventing large debts that inmates struggle to repay after release and that can lead to reincarceration. Some Republican critics have said such a change would let parents flout their financial responsibilities. Republican Speaker of the House of Representatives Paul Ryan last year introduced a bill to block the administration from making such a change. The bill did not become law. A Republican House aide told Reuters the administration’s initiative would amount to a “backdoor effort” to avoid the legislative process. Criminal justice reform was supposed to be an area where Republicans and Democrats could find common ground in 2016, but legislative efforts have stalled. As a result, the administration needs to move forward on its own where it can, the White House official said. “We are always happy to sit down and talk with Congress, but at some point we have to move forward with what we know we are legally permitted to do and what is right,” the official said. Child-support programs require absent parents to send money, usually to the spouse who has custody, to help raise their children. For prisoners who have little or no income, regular child-support payments can accumulate into unmanageable debts. Just ask Glenn Martin. As a young father, he went to prison for six years for armed robbery. While in prison, his child support payments were increased to $400 a month from $50 a month, even though he only earned about $40 a month.      When he was released, Martin told Reuters he faced a $50,000 civil judgment for back child support, including interest. He said he tried to get that changed, but judges said state law did not permit modifications for incarceration. Martin went on to found a prison reform group, JustLeadershipUSA. “We have two decades of evidence that says that being tough just hasn’t worked,” he said. “What it has done is further criminalize the people we should be trying to move into the labor market.” Most states have changed their laws so that child support payments for prisoners can be modified, but 14 states still do not allow it or place major obstacles in the way. The Obama administration issued draft regulations in late 2014 that would require states to allow prisoners to modify their child support court orders, while also requiring state courts to set orders based on prisoners’ “actual” income. States run their own child support enforcement programs, but Washington sets nationwide standards and reimburses states for 66 percent of expenditures on the programs and provides incentive payments to states based on meeting certain targets.    The final version of the draft rules, still not public, was sent to the White House for review in July. Supporters say the changes will help reduce prison populations by preventing ex-convicts from accruing debts that make it difficult for them to find legitimate jobs and increases the likelihood they could face jail time over unpaid child support payments. A 2010 administration survey found 51,000 federal prisoners had child support orders, with almost 29,000 of the prisoners behind on payments. The average amount owed was nearly $24,000. “The child support system as it exists today in a lot of ways has become ... a major driver of mass incarceration,” said Rebecca Vallas, managing director of the Poverty to Prosperity program at the Center for American Progress, a Washington think tank. ",politicsNews,"October 14, 2016 "
14883,Russia says U.S. providing cover for Islamic State in Syria,"MOSCOW (Reuters) - The United States is providing de-facto cover for Islamic State units in Syria and only pretending to fight terrorism in the Middle East, the Russian Defence Ministry said on Tuesday. The ministry said the U.S. air force had tried to hinder Russian strikes on Islamic State militants around the Syrian town of Albu Kamal.  These facts are conclusive evidence that the United States, while imitating an uncompromising fight against international terrorism for the global community, in fact provides cover for Islamic State units,  the defense ministry said. ",worldnews,"November 14, 2017 "
15166,Britain agrees to set EU 'Exit Day' in law,"LONDON (Reuters) - Britain s government said on Thursday it would use legislation to fix the time and date of the country s European Union exit, addressing concerns of Brexiteers who fear slow negotiations and opposition to the divorce could cause delays.  The government said it was proposing a change to the EU (Withdrawal) Bill currently making its way through parliament to set the exit for 2300 GMT on March 29, 2019.   We ve listened to members of the public and Parliament and have made this change to remove any confusion or concern about what  exit day  means,  Brexit minister David Davis said in a statement. The date has previously been implied by a fixed two-year negotiating period triggered on March 29, 2017, but not explicitly stated in law. Prime Minister Theresa May and her team are battling to keep exit negotiations with the EU moving, amid growing concern that talks have yet to begin on a transitional deal to smooth the exit for businesses or the complex terms of a future trade deal. At home, May s government is facing a rough ride in parliament on the withdrawal bill, which forms the central plank of her Brexit strategy. After losing her parliamentary majority in an ill-judged election in June, May has to unite a Conservative Party deeply split over leaving the EU and rely on the support of a small Northern Irish party to get the bill through without defeats. The decision to define the date of Brexit in law came with a clear statement that the government is prepared to consider other concessions - even those proposed by political opponents.  This important step demonstrates our pragmatic approach to this vital piece of legislation,  Davis said.  Where MPs (Members of Parliament) can improve the Bill, whatever their party, we will work with them.  The bill will begin the latest stage of its journey through parliament on Tuesday and Wednesday, when lawmakers will debate and vote on some of the 186 pages of changes that have so far been proposed. The bill is at an early stage, and is expected to take months to make its way through both houses of parliament.  ",worldnews,"November 9, 2017 "
14945,Spain sees Russian interference in Catalonia separatist vote,"BRUSSELS (Reuters) - Madrid believes Russian-based groups used online social media to heavily promote Catalonia s independence referendum last month in an attempt to destabilize Spain, Spanish ministers said on Monday. Spain s defense and foreign ministers said they had evidence that state and private-sector Russian groups, as well as groups in Venezuela, used Twitter, Facebook and other Internet sites to massively publicize the separatist cause and swing public opinion behind it in the run-up to the Oct. 1 referendum. Catalonia s separatist leaders have denied that Russian interference helped them in the vote.  What we know today is that much of this came from Russian territory,  Spanish Defence Minister Maria Dolores de Cospedal said of Russian-based internet support.   These are groups that, public and private, are trying to influence the situation and create instability in Europe,  she told reporters at a meeting of EU foreign and defense ministers in Brussels. Asked if Madrid was certain of the accusations, Spanish  Foreign Minister Alfonso Dastis, also at the meeting, said:  Yes, we have proof.  Dastis said Spain had detected false accounts on social media, half of which were traced back to Russia and another 30 percent to Venezuela, created to amplify the benefits of the separatist cause by re-publishing messages and posts.  Ramon Tremosa, the EU lawmaker for the PDeCat party of Catalan separatist leader Carles Puigdemont, repeated on Monday that Russian interference had played no part in the referendum.  Those that say Russia is helping Catalonia are those that have helped the Russian fleet in recent years, despite the EU s boycott,  Tremosa tweeted, referring to Spanish media reports that Spain was allowing Russian warships to refuel at its  ports. Those who voted in the referendum opted overwhelmingly for independence. But turnout was only about 43 percent as Catalans who favor remaining part of Spain mainly boycotted the ballot. The separatist vote has plunged Spain, the euro zone s fourth-biggest economy, into its worst constitutional crisis since its return to democracy in the 1970s.  Dastis said he had raised the issue with the Kremlin. Moscow has repeatedly denied any such interference and accuses the West of a campaign to discredit Russia. NATO believes Moscow is involved in a deliberately ambiguous strategy of information warfare and disinformation to try to divide the West and break its unity over economic sanctions imposed on Russia following its 2014 annexation of Crimea.  U.S. intelligence agencies concluded in January that Russia interfered in the U.S. election to try to help President Donald Trump defeat rival Hillary Clinton by hacking and releasing emails and spreading propaganda via social media. NATO Secretary-General Jens Stoltenberg, who attended the EU meeting in Brussels, declined to comment on Spain s accusations, but the alliance s top commander said last week that Russian interference was a concern.   NATO s Supreme Allied Commander Gen. Curtis Scaparotti said  Russian malign influence  was trying to sway elections and other decisions in the West, describing it as a  destabilization campaign,  although he did not directly address the Catalonia referendum. ",worldnews,"November 13, 2017 "
20020,U.N. Security Council to meet on North Korea missile test on Friday,"UNITED NATIONS (Reuters) - The United Nations Security Council will meet at 3 p.m. EDT (1900 GMT) on Friday on the latest North Korea missile test, diplomats said, at the request of the United States and Japan.  North Korea fired a missile that flew over Japan s northern Hokkaido far out into the Pacific Ocean on Friday, South Korean and Japanese officials said, further ratcheting up tensions after Pyongyang s recent test of its most powerful nuclear bomb. The 15-member Security Council unanimously stepped up sanctions against North Korea on Monday over its Sept. 3 nuclear test, imposing a ban on the country s textile exports and capping imports of crude oil. It was the ninth U.N. sanctions resolution adopted on North Korea since 2006. ",worldnews,"September 15, 2017 "
3904,U.S. House approves tighter North Korea sanctions,"WASHINGTON (Reuters) - The U.S. House of Representatives overwhelmingly approved legislation on Thursday to tighten sanctions on North Korea by targeting its shipping industry and companies that do business with the reclusive state. The vote was 419 to 1. Supporters said the legislation was intended to send a strong message to North Korea, amid international concern over the escalation of its nuclear program. The measure would have to be approved by the Senate before it could be sent to the White House for President Donald Trump to sign into law. Although legislation addressing North Korea has been introduced in the Senate, there was no immediate word on when or if the Senate might take up a bill. Any new U.S. sanctions against North Korea would likely affect China, the North’s most important trade partner. While China has been angered by North Korea’s nuclear and missile tests, it has signed up for increasingly tough U.N. sanctions against it, and says it is committed to enforcing them. Asked about the latest U.S. legislation, Chinese Foreign Ministry spokesman Geng Shuang reiterated that China opposed other countries using their own domestic law to impose unilateral sanctions.  With the situation tense on the Korean Peninsula, all sides need to exercise restraint and not irritate each other to avoid the situation worsening, he said.   ",politicsNews,"May 4, 2017 "
